#ID,ID_strumento,Azione,NumeroValore,Borsa,Domestico,Eliminazione,Ticker,BenchmarkVAR,Strike,NumeroValoreSottostante,Maturity,Tipo,Posizione,Ratio,ISIN,rowguid
1472,14,UBS Strategy Fund Yield EUR,47453EU,DAXEU,0,0,CH0000474533EUR.SUF,,,,,Azioni,,,CH0000474533,2D6C14A6-A356-4480-8DFB-A379A78E3304
1475,14,UBS Strategy Fund Balanced EUR,47454EU,DAXEU,0,0,CH0000474541EUR.SUF,,,,,Azioni,,,CH0000474541,57175034-2975-4CF6-8AC3-1DCF1FEB33B5
1866,1,Time Warner Cable,4748934US,NYSE,0,0,TWC,,,,,Azioni,,,US88732J2078,7758585E-A641-428E-B35D-39B7266FD6E2
1710,1,DH Taipan Portfolio,479844,ZH,0,0,bianchi15,,,,,Azioni,,,,BA390676-74BA-433F-9208-DDC26E5A82BD
1435,14,LODH Korea & ASEAN P,479844CH,ZH,0,0,CH0004798440CHF.SUF,,,,,Azioni,,,CH0004798440,558086DD-A6E9-47CE-AB00-C39324FBB61D
144,1,ACCOR,485822EU,CACEU,0,0,AC.PA,,,,,Azioni,,,,BEAB9A8C-15D5-400D-AA56-7A94885ED4C8
1579,1,Alcatel,485864,CACEU,0,0,palace21,,,,,Azioni,,,,B353B0ED-E9E0-46F3-B096-33B2AB955EDE
325,1,Alcatel PS,485864CH,ZH,0,0,AAC.S,,,,,Azioni,,,,8FC3BC94-3025-448B-9A68-39D27E6D9C06
324,1,Alcatel,485864EU,CACEU,0,0,ALU.PA,,,,,Azioni,,,,B2DB311B-6068-476B-BF17-CA6E4AE796D3
1598,1,AXA Paris,486352,CACEU,0,0,palace40,,,,,Azioni,,,,13F9D699-8C9C-45BF-90CD-8539837581A4
384,1,Groupe Danone Common Stock,487663EU,CACEU,0,0,BN.PA,,,,,Azioni,,,FR0000120644,38E54611-8E92-465C-AD56-3F49F48524F8
301,1,CAP Gemini,488070EU,CACEU,0,0,CAP.PA,,,,,Azioni,,,,AC889839-1EE8-44BE-9572-072CF5FB010C
302,1,Carrefour,488167EU,CACEU,0,0,CA.PA,,,,,Azioni,,,,0498F3A9-313C-4B6D-8981-428EAB03E3F8
873,1,CIE DE SAINT-GOBAIN,490580EU,CACEU,0,0,SGO.PA,,,,,Azioni,,,,FA510F23-C728-402E-B3D2-E9B85DF81708
1810,30,Rights on Unicredito,4941190EU,MIBEU,0,0,4941190EU,,,,,Azioni,,,IT0004437536,1FA15B8C-3089-4E5C-AC2C-1D0D3F2246D4
1622,1,British Energy Plc,494199,LDN,0,0,bigmac3,,,,,Azioni,,,,BA57FF46-3287-4F25-9F4D-27934052DBB9
1923,29,Pimco Total Return Bond,498312US,NYSE,0,0,498312US,,,,,Investimenti alternativi,,,IE0005300243,0B1EB5A7-2BCC-47AC-BCC2-7C935A6F59AD
1347,29,PTG.SHS THEMA INTERNATIONAL FUNDS,498704US,NYSE,0,0,498704US,,,,,Investimenti alternativi,,,,32324D22-A580-42F7-83AB-2AC029A6680A
178,1,AIR LIQUIDE,502455EU,CACEU,0,0,AI.PA,,,,,Azioni,,,,240F098A-C626-4655-AA19-703D8D2DECEB
740,1,L Oreal Common Stock,502805EU,DAXEU,0,0,OR.PA,,,,,Azioni,,,,2E092E84-6BAA-41BF-93E0-93DA4A01B0F7
1684,1,SAM THE VOLATILITY DRIVEN FUND,503473,NYSE,0,0,battle16,,,,,Azioni,,,,CB09A1D7-C5BE-4DF2-80BB-D96BA9DF03D0
1629,1,"AT & T CORP ""A"" Liberty Media",503492,NYSE,0,0,bigmac10,,,,,Azioni,,,,408BF914-77E8-4AA6-9AA4-FD36524ED3E9
1613,1,NASDAQ 100 TRUST SERIES,503594,NASDAQ,0,0,palace53,,,,,Azioni,,,,D210CA11-6483-4084-9BC2-7CA73FE46A0D
1280,31,Nasdaq-100 Trust Series,503594US,NYSE,0,0,QQQQ,,,,,Azioni,,,US73935A1043,C74E926E-8EC3-4457-8D56-49E22397EAB7
603,1,LAFARGE,504482EU,CACEU,0,0,LG.PA,,,,,Azioni,,,,FAE4C74D-511E-4218-A9B0-DCD487463BF1
1433,14,LODH Swiss Cap (ex-SMI),506782CH,ZH,0,0,CH0005067829CHF.SUF,SXGE.S,,,,Azioni,,,CH0005067829,4BB8F442-81E6-4489-834C-3C7F538BF8D3
636,1,LVMH Common Stock,507170EU,CACEU,0,0,MC.PA,,,,,Azioni,,,FR0000121014,C755598E-6544-4A31-9307-2D512082B413
854,1,Schneider Electric,509120EU,CACEU,0,0,SU.PA,,,,,Azioni,,,FR0000121972,4B013A2F-9CED-4556-B330-4F671DE8EB17
166,1,Rhone - Poulenc A,511029EU,CACEU,0,1,null7,,,,,Azioni,,,,ABA37FE6-E7B9-4CE6-8F03-CCE7D126650A
1101,14,UBS EF Singapore,512615US,NYSE,0,0,512615US,STI.I,,,,Azioni,,,,2E69A667-6773-4AA4-AEE8-EA980095233C
1471,14,UBS EF Biotech B,512723US,NYSE,0,0,LU0069152568USD.SUF,,,,,Azioni,,,LU0069152568,3142809D-214E-4F96-B1BD-66E8D1C8286D
45,14,UBS EF Fund Euro Stoxx50,512725EU,DAXEU,0,0,512725EU,SX5E.STX,,,,Azioni,,,LU0072912990,D26D8FC1-D02E-4869-A231-D8D5193E9F00
1413,14,UBS (Lux) ESicav USA Value (USD) B,512728US,NYSE,0,0,LU0070848113,,,,,Azioni,,,LU0070848113,F7A5973D-45BE-4EB8-B226-12BBA0687291
1753,1,Willis Lease Finance,519101US,NYSE,0,0,WLFC.O,,,,,Azioni,,,US9706461053,D4326B94-93C8-42DC-82EA-3760B66169F7
892,1,SOC GEN,519928EU,CACEU,0,0,GLE.PA,,,,,Azioni,,,FR0000130809,9B69551B-ACA0-40E7-8384-4808701C51AA
363,1,Rolo Banca 1473,520872EU,MIBEU,0,0,CROI.MI,,,,,Azioni,,,,85C4CCED-9F27-4D2D-B93E-A02404979AF1
420,1,Durban Roodepoort,521514SA,JB,0,0,DURJ.J,,,,,Azioni,,,,B86358C6-4B2E-4597-B8C8-8FFCE223CD7F
1599,1,Suez Nanterre,522001,CACEU,0,0,palace41,,,,,Azioni,,,,10215322-67A6-4358-ABF8-949C66582B2E
953,1,TotalFinaElf Common Stock,524773EU,DAXEU,0,0,FP.PA,,,,,Azioni,,,,52A6F577-060F-499C-974E-53D1B51B23B8
1669,1,FOCUS ARBITRAGE FUND,529247.9,NYSE,0,0,battle3,,,,,Azioni,,,,27F603C2-5701-4AA2-92BE-DA5E61099358
1473,14,UBS Strategy Fund Equity CHF,529255CH,ZH,0,0,LU0071007289CHF.SUF,,,,,Azioni,,,LU0071007289,F3AA87E0-4D94-44EE-A2F7-875E43C23457
1630,1,TCI Sat Enterteinment Inc.,546368,NYSE,0,0,bigmac11,,,,,Azioni,,,,AF9E423B-9F39-4ED6-9236-587B3D0253F6
1062,14,UBS EF Greater China,547581US,NYSE,0,0,547581US,,,,,Azioni,,,LU0072913022,E5F1E98F-472D-4B93-94E0-13EBCDA5655D
171,1,Synthes-Stratec,551581CH,ZH,1,0,SYST.S,,,,,Azioni,,,,90F63DC5-9F87-4BED-975E-6C3724734146
882,1,Schlumberger Ltd Common Stock,555100US,NYSE,0,0,SLB,,,,,Azioni,,,AN8068571086,F6237313-15DF-49D0-926F-B0F42AB6D336
1759,1,Donana,558577EU,DAXEU,0,0,558577EU,,,,,Azioni,,,,8BCAEBB2-3337-411F-A94C-87C963B84A4B
694,1,NCR Corp,560034US,NYSE,0,0,NCR,,,,,Azioni,,,,8D430001-BA1C-4CED-93D3-88DBFE61EDF0
1222,14,Fondi Azionari GAM Dollar & Intl Red.SHS/,565470US,NYSE,0,0,565470US,,,,,Azioni,,,,F4C6C146-AC00-4852-A097-E392FE501CFF
1714,1,ALLEANZA ASSICURAZIONI SPA,565855,MIBEU,0,0,bianchi5,,,,,Azioni,,,,B09D7BFC-623A-4F5A-AD92-ED3495E712FB
492,1,Ass. Generali SpA,566030EU,MIBEU,0,0,G.MI,,,,,Azioni,,,IT0000062072,A35EF258-6F01-414B-BC54-43D9AA622E13
762,1,B.POP Bergamo,566636EU,MIBEU,0,0,PBCV.MI,,,,,Azioni,,,,9DCE3598-6DF7-470A-ABFA-C3FED187B0D0
1921,14,BGF-US Basic Value Fund,567961US,NYSE,0,0,567961US,,,,,Azioni,,,LU0072461881,C89225C7-08D5-4FDE-94BB-F31936A5D798
360,1,Unicredito,569105EU,MIBEU,0,0,UC.MI,,,,,Azioni,,,IT0000064854,CAF58F86-AC7C-45BC-AE69-08F6A4BEE515
651,1,Mediobanca SpA Common Stock,574959EU,MIBEU,0,0,MB.MI,,,,,Azioni,,,IT0000062957,B0CDF77A-9359-419D-8114-C5076E9A3B71
1640,1,Banca Intesa,575914,MIBEU,0,0,bigmac20,,,,,Azioni,,,,A0D62C2E-DE04-4AF8-9280-56670AD7516C
770,1,PIRELLI C SPA,576546EU,MIBEU,0,0,PC.MI,,,,,Azioni,,,,3329AE45-88A6-46D8-AC5C-89FB9D53E4C7
331,1,Ciba Spez. Na,581972CH,ZH,1,0,CIBN.S,,,,,Azioni,,,CH0005819724,E1F04E10-85E5-4007-813B-F4498556BAC8
1617,1,Ciena,582383,NASDAQ,0,0,palace57,,,,,Azioni,,,,7CC6E8AB-EEB7-491F-A66A-E4D09EF3697F
1419,14,UBS (CH) EF Energy,58450US,NYSE,0,0,CH0000584505,,,,,Azioni,,,CH0000584505,5BD13F6A-DA38-41BB-AF58-9FE091BAF5A2
1715,1,VILLA D'ESTE SPA,585483,MIBEU,0,0,bianchi6,,,,,Azioni,,,,A60F425C-7641-425D-BB97-DEACCCBFF175
179,1,Royal Dutch ,587843CH,ZH,0,0,RD.S,,,,,Azioni,,,NL0000009470,F1ED1BAC-FACC-4906-9537-5B1D8647DA2F
1377,1,Royal Dutch ,587843EU,ASEEU,0,0,RDA.AS,,,,,Azioni,,,NL0000009470,407D26D1-AAE6-479F-98C4-043DBB7DDCDC
1299,31,iShares MSCI Emerging Mkt Index,590188652US,NYSE,0,0,EEM,,,,,Azioni,,,US4642872349,A9EA0AB1-B39C-439E-844E-02010621E302
1014,1,VPBK Vaduz I,591288CH,ZH,1,0,VPB.S,,,,,Azioni,,,,AA1EA208-C4DD-4DEA-9429-F814C2D6051F
1711,1,COMP OCC POUR LA FINANCE ET INDUSTR,593414,DAXEU,0,0,bianchi2,,,,,Azioni,,,,397528B5-DE54-4148-BD28-DFA0777A9570
1276,14,Julius Baer Multistock SICAV - Pacific Stock,596406US,NYSE,0,0,596406US,,,,,Azioni,,,,AFF57B86-022D-4CD6-832A-53594F5A28DB
1926,14,Parvest US Classic C Fund,596647US,NYSE,0,0,596647US,,,,,Azioni,,,LU0012181318,75F38855-AEB3-4AA8-B55D-A1B5AD3B7477
184,1,HPI SpA,597747,MIBEU,0,0,null8,,,,,Azioni,,,,3B33FAF9-CE45-46EA-A36D-CC281A35D017
1666,1,WORLD INVEST SICAV ABSOLUTE RETURN,600594,DAXEU,0,0,battle1,,,,,Azioni,,,,AE7951C7-84FC-407A-A7FC-8E47FC9015D2
1782,14,UBAM Sic.-Neuberger Berman US Eq,600663,NYSE,0,0,600663,,,,,Azioni,,,LU0045841987,B20F7569-38C8-49D5-B767-B4BE93C85D02
1608,1,JB Multicash Eur,600916,DAXEU,0,0,palace49,,,,,Azioni,,,,CB652716-816E-4A4B-93C8-2F25B60BF620
1781,14,Nordea 1 Lux Sicav North Am. Value,601300,NYSE,0,0,601300,,,,,Azioni,,,LU0076314649,7A09F75B-7D76-4F25-858A-BA10DD275895
185,14,CS Prime Sel Trust (LUX) SICAV,603215EU,DAXEU,0,0,603215EU,,,,,Azioni,,,,642ABE1D-90B0-4711-B796-1D56ACDCA0A3
1737,14,CL Russia EF,603364US,NYSE,0,0,603364US,,,,,Azioni,,,GB0006097975,77302C35-1D65-4A5A-B56E-DC4EC256191B
135,1,ABN AMRO Holding,603768EU,ASEEU,0,0,AABA.AS,,,,,Azioni,,,,DD1F82B3-B0C0-43C0-AF97-CBB8C481C995
175,1,AHOLD,608511CH,ZH,0,0,AHO.S,,,,,Azioni,,,,018AEB7A-63D3-4837-AD82-67AE131B9005
1563,1,Onda America,61059,NYSE,0,0,palace6,,,,,Azioni,,,,85A6926C-5DBF-451E-8128-D47AADCA82F0
1459,1,Telefon AB. LM. Ericcson,614663SEK,STO,0,0,ERIC-B.OMX,,,,,Azioni,,,SE0000108656,0354713E-3877-47D7-9C86-E3BACA5D2C2D
451,1,Ericcson B ZT CH,614665CH,ZH,0,0,ERICZ.S,,,,,Azioni,,,,AF63D04D-AC25-4E77-9DAF-39EF0024B540
51,14,JSPECIAL Swiss Stock Fund,618151CH,ZH,0,0,618151CH,,,,,Azioni,,,LU0038279179,6FF1BFC7-4E02-4D75-85B6-B3B7A19CE5B2
1942,14,BGF-European Fund,618486EU,DAXEU,0,0,618486EU,,,,,Azioni,,,LU0011846440,0DE1CE61-A188-433B-9124-CC96A00F49F7
1102,1,Danzas SA,621300CH,ZH,1,0,null9,,,,,Azioni,,,,9949C30A-4A28-4A3D-B761-8A793E8BC2FE
192,1,Rentenanstalt,623098CH,ZH,1,1,null31,,,,,Azioni,,,,168D1DBF-9E4C-4779-8838-8B8F4F526C90
193,1,ABB SA,625432CH,ZH,1,1,null10,,,,,Azioni,,,,6E5D7841-13A0-44B6-B07A-EB38C924CE98
525,1,Hagemeyer NV Common Stock,627944EU,ASEEU,0,0,HGM.AS,,,,,Azioni,,,NL0000355477,8C2F57C6-50B7-4DD2-AF82-CA619032E76E
1635,1,Ziff-Davis Inc.,631319,NYSE,0,0,bigmac15,,,,,Azioni,,,,2EE7D0D3-240A-4BAF-A8DF-31F7FEB36D25
194,18,Opzioni UBS/Roche Gs,636231CH,ZH,1,1,null11,,,,,Azioni,,,,00480973-A718-45AE-A759-7FA0D8B8B2E1
1225,14,Fondi Azionari GAM Capital Appreciation FD Red.SHS/,637860US,NYSE,0,0,637860US,,,,,Azioni,,,,F00A2538-F07D-44C0-89E6-566479387837
99,14,Italy Equity Fund ABN,644731EU,MIBEU,0,0,644731EU,,,,,Azioni,,,,CD90F1F7-848D-4ED9-89CD-7B8ABBD0C0B7
1940,14,Oyster European Opportunities,645133EU,DAXEU,0,0,645133EU,,,,,Azioni,,,LU0096450555,B93E1780-D152-4D2A-9D12-497FBBB1BDF8
1557,1,LHS GROUP INC.,645948,DAXEU,0,0,palace1,,,,,Azioni,,,,C84FEE45-7503-4612-AF7D-6ED7553AD374
832,1,Rentokil Initial Common Stock,647054GB,LDN,0,0,RTO.L,,,,,Azioni,,,GB0007327124,020999A4-DE9B-4B3E-9457-F4E49EC2E846
1366,14,LG ASIAN SMALLER COS FUND,6476430US,NYSE,0,0,6476430US,STI.I,,,,Azioni,,,BMG547261070,B0274976-B573-418E-959C-2E91A1F8F202
1688,1,PAULSON INTERNATIONAL LTD S. 1,649235,NYSE,0,0,battle19,,,,,Azioni,,,,9A4ED7C2-8C7D-4918-8B8D-9E1F3747738D
1760,1,Integrated Asset Management,650745GB,LDN,0,0,IAM.L,,,,,Azioni,,,GB0004602628,B58FE09E-2BD4-4558-9DCA-CBB1886CAC52
1590,1,Vedior NV,651150,ASEEU,0,0,palace32,,,,,Azioni,,,,B91202FD-432B-4FE3-8EAA-6D53231B1C47
57,17,CSFB UK SEL EQ BSK,652636GBP,LDN,0,0,652636GBP,,,,,Azioni,,,,BB8C6092-5841-4F9B-BCEB-AF50AD771AAB
685,1,Morgan Stanley,653571US,NYSE,0,0,MS,,,,,Azioni,,,US6174464486,D46FCFC8-E002-42AF-B689-31B646CABA73
321,1,CENTERPULSE,654485CH,ZH,1,0,CEPN.S,,,,,Azioni,,,,BF0614B9-5865-4FD4-9BDB-4C05FA47D109
1944,14,LUKB Expert-TopGlobal,658661CH,ZH,0,0,658661CH,,,,,Azioni,,,CH0006586611,0E08E441-8E0B-4DC7-8CF7-9FAF5E70F9B4
1084,1,Mizuho Financial Group,6591014SEDOL,TYO,0,0,8411.T,,,,,Azioni,,,JP3885780001,5EF70B52-7CDF-46ED-B8E8-121B29E75313
103,14,UBS EF Technology,661211US,NASDAQ,0,0,661211US,NDX.X.X,,,,Azioni,,,,80CEE660-BB40-4555-820B-6894537039EA
613,1,Lufthansa Common Stock,667979EU,DAXEU,0,0,LHA.XE,,,,,Azioni,,,DE0008232125,C7244FDE-C553-45DE-8820-5E4E0CF5F7B3
1122,14,CS PF (Lux) Balanced (Sfr) B,672328CH,ZH,0,0,672328CH,SMI.S,,,,Azioni,,,LU0078040838,850AD5F2-669F-4A55-A7E4-DCF2FA366FB2
1060,3,CS PF Income CHF,672339CH,ZH,0,0,672339CH,,,,,Azioni,,,LU0078042883,FC824B18-9CF1-4583-B171-57706639B00B
1756,14,CS Port.-Growth-CHF,672378CH,ZH,0,0,672378CH,,,,,Azioni,,,LU0078041992,2385DA57-EC48-47C1-907B-3C9FC37BC881
1568,1,Wolters Kluver Nv,674614,DAXEU,0,0,palace11,,,,,Azioni,,,,10EFCC7D-B98E-46D2-B491-E876B9D3D16C
972,1,Tyco Int.,674698US,NYSE,0,0,TYC,,,,,Azioni,,,BM9021241064,ECDCB1AE-4B45-4390-AE36-137D27CE1C13
1618,1,Repsol YPF SA,675467,IBEXEU,0,0,palace58,,,,,Azioni,,,,64099C22-41D0-4BD8-BEF2-7E69CC1740E3
107,1,Baloise HLD N,675531CH,ZH,1,1,null49,,,,,Azioni,,,,E52A5D02-B8E5-4214-858D-6B20762D3455
1426,1,At Home Corp,678049US,NASDAQ,0,0,ATHMQ.OI,,,,,Azioni,,,,EDC7111C-2F0C-4897-A3E4-A0DD66C2B06C
734,1,OLIVETTI & C. SPA,678563EU,MIBEU,0,0,OL.MI,,,,,Azioni,,,,B277D0BF-25E5-4E4F-A040-2EA6EBF9E880
110,1,Telecom Italia S.p. a.,680799IT,MIB,0,1,null48,,,,,Azioni,,,,44E6A457-4C0D-4C06-AF38-8AC4607CAD3C
67,17,Japan Equity Top Basket,686027JP,TYO,0,0,686027JP,,,,,Azioni,,,,C54FF209-F34B-46C8-861B-902CA457666B
428,1,Eden Roc Min.,687237TO,TSE,0,0,EDN.TO,,,,,Azioni,,,,E8EE4D1A-C516-4FD3-8AA4-2AF46FAC4477
113,1,Unilever,690500CH,ZH,0,1,null32,,,,,Azioni,,,,528EECCA-4A8A-4DA1-B941-C3BBA22DFC87
114,1,Unilever,690500EU,ASEEU,0,1,null33,,,,,Azioni,,,,2146386F-AA8B-4D2A-951B-CDB9EC4993CE
115,1,Unilever,690500NLG,ASE,0,1,null34,,,,,Azioni,,,,AD6BDA47-F3ED-4CDD-88A4-7901E60D0892
846,1,Smithkline  Beecham,696149GBP,LDN,0,0,SB.L,,,,,Azioni,,,,291A719D-7C39-4777-AC51-AB52FD7BAD38
754,1,Placer Dome Inc Common Stock,697727CA,TSE,0,0,PDG.TO,,,,,Azioni,,,,4D2DAC39-199F-47E0-A778-D873356F594A
753,1,Placer Dome Inc Common Stock,697727US,NYSE,0,0,PDG.N,,,,,Azioni,,,CA7259061017,D0112EF2-90AC-4E25-9865-8A94CC04DF6A
845,1,Sanofi-Aventis,699381EU,CACEU,0,0,SAN.PA,,,,,Azioni,,,FR0000120578,BB0E0D48-802D-4DB1-9322-9F72E2AFE767
149,1,ACS Cons Y Serv Common Stock,711746EU,IBEXEU,0,0,ACS.MAC,,,,,Azioni,,,ES0167050915,28891A88-7B7F-4164-8660-47B085D94D88
1652,1,Hiestand Holding Ag,718698,ZH,0,0,bigmac30,,,,,Azioni,,,,ADD04223-6CBD-4211-BD99-066F16F0FED3
1100,14,CSFB Equity Fund HongKong,719519US,NYSE,0,0,719519US,,,,,Azioni,,,,D2E9C21D-72B6-4DEB-9326-B95C2ED266DD
1601,1,France Telecom SA,720128,CACEU,0,0,palace43,,,,,Azioni,,,,828604B2-A801-462E-BE6A-7FC4C7919836
1373,1,Samsung Electronics,721825US,NYSE,0,0,721825US,NDX.X.X,,,,Azioni,,,KR7005930003,2A692688-C095-4362-991E-369C53F00A58
1474,14,LODH Greater China Fund A,723283US,NYSE,0,0,LU0082229674USD.SUF,,,,,Azioni,,,LU0082229674,E27FEBE7-9CA2-4886-BC0B-A377333672B4
466,1,Grupo Ferrovial Common Stock,737860CH,IBEXEU,0,0,737860CH,,,,,Azioni,,,ES0162601019,3165B0C5-01B1-4A2A-AC4C-4104F590B12D
237,1,Bank of America,748628US,NYSE,0,0,BAC,,,,,Azioni,,,US0605051046,4DCA7A0C-F306-4220-9E14-F5E36CFB227A
983,1,Unilever cert CH,748805CH,ZH,0,0,UN.S,,,,,Azioni,,,NL0000009348,6688E88D-CC07-486F-BE1D-2DA456D55C2D
985,1,Unilever,748805EU,ASEEU,0,0,UNA.AS,,,,,Azioni,,,,DEAA0728-1359-4E72-813E-22BF289C06F1
124,1,Unilever Pref.,748810EU,ASEEU,0,1,null50,,,,,Azioni,,,,CE7BC6FB-47E6-4EAC-BFE0-4A65D22D9640
79,1,Canon Inc Common Stock,761599JP,TYO,0,0,7751.T,,,,,Azioni,,,JP3242800005,8AA64AAA-202F-4E7A-B688-16D1B93CA795
1346,1,Chugai Pharmaceutical Ltd.,761611JP,TYO,0,0,4519.T,,,,,Azioni,,,JP3519400000,FE9A1A48-2C55-48C1-AC31-60D5F31D7A9F
1328,1,Daikin Industries Ltd,761643JP,TYO,0,0,6367.T,,,,,Azioni,,,JP3481800005,98B436D8-D5FA-43C7-ABA6-8DD934E60780
14,1,Daiwa House Ind.,761745JP,TYO,0,0,1925.T,,,,,Azioni,,,,2FABFB6B-3BA8-4928-BAF0-0DC96F4CB6A9
49,1,Furukawa Elec.,761866JP,TYO,0,0,5801.T,,,,,Azioni,,,JP3827200001,BAB8F717-FB06-4DE2-9285-A7FFF7A71C52
127,1,IBJ,762087JP,TYO,0,1,null35,,,,,Azioni,,,,6093EE4E-D37C-45CF-AEA8-DB0F01661505
91,1,Ito Yokado,762117JP,TYO,0,0,8264.T,,,,,Azioni,,,JP3142800006,B41E9FF5-5173-4D8B-8884-11A58ADD2718
72,1,Kyocera Common Stock,762445JP,TYO,0,0,6971.T,,,,,Azioni,,,JP3249600002,40D1DFB2-CE14-4006-8DA5-BF8F14471765
56,1,Mitsubishi Elec Common Stock,762570JP,TYO,0,0,6503.T,,,,,Azioni,,,JP3902400005,80DD062E-909C-46C5-B3AB-EF0F028725E9
38,1,Sankyo Common Stock,763227JP,TYO,0,0,4501.T,,,,,Azioni,,,JP3326400003,A5C15B6E-7243-400B-A74E-8081E59D6330
62,1,Sony Corp,763300JP,TYO,0,0,6758.T,,,,,Azioni,,,JP3435000009,07CC8DE8-D78B-4636-A6A2-790DBF59119F
888,1,Sony Corp,763304CH,ZH,0,0,SON.S,,,,,Azioni,,,CH0007633040,D5410F8A-B722-45A3-A417-C0ED22B0D98B
39,1,Takeda Chem Inds Common Stock,763546JP,TYO,0,0,4502.T,,,,,Azioni,,,JP3463000004,50A6D966-AA5D-465A-9A52-77BC979FAC11
63,1,TDK Corp Common Stock,763593JP,TYO,0,0,6762.T,,,,,Azioni,,,JP3538800008,57584B2E-571E-422B-A222-FDD604AB36DC
55,1,Toshiba Corp Common Stock,763734JP,TYO,0,0,6502.T,,,,,Azioni,,,JP3592200004,10586D5A-42A8-4925-A1D3-594EA66FDB7A
40,1,Yamanouchi Pharm Common Stock,764030JP,TYO,0,0,4503.T,,,,,Azioni,,,JP3942400007,028D7218-84E5-446C-8B2E-DC55ED72834A
120,1,NTT,764057JP,TYO,0,0,9432.T,,,,,Azioni,,,JP3735400008,7E020831-09B0-4224-8A35-403EC9F29BEC
1643,1,Global Water Tech,789356,NYSE,0,0,bigmac23,,,,,Azioni,,,,51813C5A-9D48-4986-A819-8472678FA23D
1575,1,Cendant Corp,793305,NYSE,0,0,palace18,,,,,Azioni,,,,88E3E382-CB94-4876-B6AD-EF92B07BCD67
1057,1,Rentenanstalt N,802678CH,ZH,1,0,Ran.S,,,,,Azioni,,,,23CA16C1-7D8C-4AAA-A3BC-FB6C32E3D84D
503,1,GOLD Fields LTD,803185SA,JB,0,0,GFIJ.J,,,,,Azioni,,,,451D5B17-69D5-4FC5-8725-2AD375BE7F23
1512,1,Geberit SA,803822CH,ZH,0,0,GEBN.S,,,,,Azioni,,,CH0008038223,E17AE04C-4246-480F-8A1D-E826A1E14302
136,1,Aerospatiale-Matra,804612EU,CACEU,0,1,null12,,,,,Azioni,,,,C032DC14-C51A-40D8-A146-759F35AFD8E4
1221,31,Hedge Funds GAM Arbitrage,806512US,NYSE,0,0,806512US,,,,,Investimenti alternativi,,,,AF3FAE75-101D-4E5F-9803-A76F77AC0068
1408,29,Hedge Funds GAM Comp Abs Ret USD,806871US,NYSE,0,0,806871US,,,,,Investimenti alternativi,,,VGG4157S1048,623B828D-CA34-47CE-BD9E-DF6B796CAE2D
1290,31,Hedge Funds GAM JAP Hedge/OPEUR,809796EU,DAXEU,0,0,809796EU,,,,,Investimenti alternativi,,,VGG3720K1277,15EE116A-D241-45BC-8317-06573E914D40
413,1,DRAGADOS SA,811569EU,IBEXEU,0,0,DRC.MAC,,,,,Azioni,,,,D46E7E36-0ED0-4314-93A3-793F4D6F74A5
1587,1,Libertel NV,811847,ASEEU,0,0,palace29,,,,,Azioni,,,,B37949EA-FDB8-49C5-822A-36D9CB41858E
1644,1,Opengate Spa Malnate (VA),813238,MIBEU,0,0,bigmac24,,,,,Azioni,,,,FA7DF339-EC53-42A7-B15A-A997142B182A
984,1,Unaxis Common Stock,816820CH,ZH,1,0,OERL.S,,,,,Azioni,,,CH0000816824,1A59B01D-3CC9-47A6-885F-D3BACB27738C
1751,1,OERLIKON,81682CH,ZH,0,0,OERL.S,,,,,Azioni,,,CH0000816824,BECFD755-2F9E-4F06-BA02-3F5BB251DA86
1536,1,Banco Santander Central,817651EU,IBEXEU,0,0,SAN.MAC,,,,,Azioni,,,ES0113900J37,F601FEC9-D432-476C-A5F7-D364909FF252
141,1,Absolute Invest SA,817755CH,ZH,1,0,ABSZ.S,,,,,Azioni,,,,48038C58-93B5-4FE3-8780-27E9D4449C10
1275,14,Julius Baer Multistock - Japan Leading SICAV -B-,82172JP,TYO,0,0,82172JP,,,,,Azioni,,,,1B6E8B09-57F3-4367-986D-898AA1B5C47E
1668,1,FOCUS ASIA FUND - USD CLASS,822125,NYSE,0,0,battle2,,,,,Azioni,,,,D56D199E-1A46-4A84-B8B9-F4F4626DCD48
490,1,Gas Natural,822398EU,IBEXEU,0,0,GAS.MAC,,,,,Azioni,,,ES0116870314,E6DB148D-7151-44CE-A350-949633DB58B0
1168,14,UBS EF Financial Services,823131EU,DAXEU,0,0,LU0099863671,,,,,Azioni,,,LU0099863671,A05CA291-9203-48B2-A6CC-7B3774FADA21
89,14,UBS EF Telecom,823133EU,DAXEU,0,0,823133EU,,,,,Azioni,,,LU0098993750,22FD613D-8463-424B-AD36-C87F04A084E8
145,14,ING Bank Internet Fund,823801EU,ASEEU,0,0,null13,,,,,Azioni,,,,9EE59762-10A4-4CFA-97B1-C17FF58A2E52
930,1,Telefonica SA Common Stock,826858EU,IBEXEU,0,0,TEF.MAC,,,,,Azioni,,,ES0178430E18,360718ED-D6E7-4EDE-9595-161AA7566C6D
93,17,Japan Technology Basket,827630JP,TYO,0,0,827630JP,,,,,Azioni,,,,3FDE16B8-CF60-4B7D-90EF-7007DDCCD64F
583,1,JDS Uniphase,827665US,NASDAQ,0,0,JDSUD,,,,,Azioni,,,US46612J1016,F0EF6FE7-A026-46CC-A43A-ADBF630365DF
880,1,Siemens N chf,827766CH,ZH,0,0,SIN.S,,,,,Azioni,,,DE0007236101,8DEA91E7-23F8-454C-951B-2BBEFF653290
